date,open,high,low,close,volume
2023-01-03,17.2154711,17.5959235,17.00622228,17.33911813,63639963
2023-01-04,17.35814075,18.33780568,17.18693717,18.13806817,108714691
2023-01-05,18.071489,18.52803188,17.9763759,18.38536223,70524523
2023-01-06,18.65167891,18.72776939,18.071489,18.28073782,72123976
2023-01-09,18.34731699,18.40438485,17.76712708,17.86224018,68506576
2023-01-10,17.86224018,18.04295507,17.73859315,17.8812628,48208009
2023-01-11,17.90028542,18.36633961,17.8812628,18.06197769,66931289
2023-01-12,17.92881935,17.95735328,17.41520861,17.6910366,67941298
2023-01-13,17.54836695,17.86224018,17.54836695,17.86224018,41436177
2023-01-16,17.86224018,17.9763759,17.55787826,17.7861497,66875261
2023-01-17,17.81468363,17.92881935,17.46276516,17.82419494,53144158
2023-01-18,17.83370625,18.02393245,17.53885564,17.57690088,53158934
2023-01-19,17.53885564,17.64348005,17.2154711,17.64348005,63437898
2023-01-20,17.58641219,17.73859315,17.45325385,17.67201398,50411409
2023-01-30,17.95735328,18.071489,17.120358,17.20595979,127047351
2023-01-31,17.19644848,17.45325385,17.07280145,17.39618599,68920341
2023-02-01,17.3105842,17.38667468,17.0252449,17.30107289,69081089
2023-02-02,17.29156158,17.48178778,17.05377883,17.29156158,70721089
2023-02-03,17.23449372,17.23449372,17.00622228,17.09182407,49758437
2023-02-06,16.88257525,16.89208656,16.3594532,16.43554368,124082714
2023-02-07,16.43554368,16.9301318,16.37847582,16.70186036,100742454
2023-02-08,16.68283774,16.96817704,16.61625857,16.6447925,43636736
2023-02-09,16.63528119,16.95866573,16.55919071,16.80648477,46350835
2023-02-10,16.77795084,17.0252449,16.6447925,16.80648477,44996107
2023-02-13,16.50212285,16.88257525,16.33091927,16.79697346,77172986
2023-02-14,16.81599608,17.0252449,16.71137167,16.84453001,57361807
2023-02-15,16.7399056,16.76843953,16.42603237,16.49261154,65828612
2023-02-16,16.50212285,16.81599608,16.34043058,16.48310023,72725627
2023-02-17,16.43554368,16.54016809,16.24531748,16.25482879,48883802
2023-02-20,16.24531748,16.79697346,16.24531748,16.70186036,83430560
2023-02-21,17.00622228,17.09182407,16.67332643,16.76843953,80648242
2023-02-22,16.55919071,16.67332643,16.5496794,16.57821333,37475420
2023-02-23,16.60674726,16.77795084,16.5496794,16.61625857,40295386
2023-02-24,16.65430381,16.68283774,16.29287403,16.37847582,52214188
2023-02-27,16.38798713,16.5496794,16.32140796,16.34043058,36942410
2023-02-28,16.38798713,16.41652106,16.08362521,16.30238534,73464403
2023-03-01,16.23580617,16.38798713,16.169227,16.37847582,77327702
2023-03-02,16.169227,16.18824962,15.86486508,15.91242163,145636050
2023-03-03,15.94095556,16.00753473,15.76975198,15.98851211,85312015
2023-03-06,15.98851211,15.98851211,15.58903709,15.64610495,109429247
2023-03-07,15.64610495,15.75072936,15.32272041,15.34174303,89647734
2023-03-08,15.35125434,15.39881089,15.17053945,15.30369779,80101868
2023-03-09,15.32272041,15.54148054,15.3132091,15.33223172,55170787
2023-03-10,15.20858469,15.26565255,14.99933587,15.05640373,53248917
2023-03-13,15.05640373,15.218096,14.94226801,15.06591504,51026410
2023-03-14,15.06591504,15.27516386,14.85666622,14.98031325,58327776
2023-03-15,15.03738111,15.18956207,14.99933587,15.08493766,48774421
2023-03-16,15.01835849,15.16102814,14.81862098,14.98031325,48268589
2023-03-17,15.11347159,15.33223172,15.03738111,15.1229829,70392963
2023-03-20,15.18005076,15.29418648,14.90422277,14.95177932,69089577
2023-03-21,14.95177932,15.04689242,14.87568884,14.97080194,46755877
2023-03-22,14.98982456,15.20858469,14.91373408,15.1229829,66235061
2023-03-23,15.05640373,15.13249421,14.96129063,15.08493766,55103145
2023-03-24,15.09444897,15.17053945,14.85666622,15.03738111,77901589
2023-03-27,15.03738111,15.05640373,14.68546264,14.71399657,84514060
2023-03-28,14.65692871,14.8376436,14.53328168,14.59986085,66453259
2023-03-29,14.65692871,14.85666622,14.59986085,14.63790609,65484826
2023-03-30,14.6474174,14.86617753,14.52377037,14.8376436,62053539
2023-03-31,14.8376436,14.88520015,14.40963465,14.49523644,134969442
2023-04-03,14.49523644,14.79008705,14.40963465,14.65692871,116744469
2023-04-04,14.62839478,14.65692871,14.34305548,14.40963465,120547678
2023-04-06,14.40012334,14.44767989,14.266965,14.30501024,79338100
2023-04-07,14.53328168,15.05640373,14.37158941,15.04689242,224456726
2023-04-10,14.98031325,15.04689242,14.81862098,14.9327567,107608559
2023-04-11,14.8376436,15.45587875,14.79959836,15.25614124,173053538
2023-04-12,15.29418648,15.39881089,15.07542635,15.26565255,104629153
2023-04-13,15.14200552,15.18956207,15.01835849,15.07542635,84911398
2023-04-14,15.17053945,15.20858469,14.97080194,15.03738111,67338956
2023-04-17,14.95177932,15.16102814,14.86617753,15.15151683,94456869
2023-04-18,15.1229829,15.39881089,15.07542635,15.1229829,91504005
2023-04-19,15.1229829,15.16102814,14.69497395,14.72350788,123950521
2023-04-20,14.68546264,14.77106443,14.56181561,14.67595133,59111002
