date,open,high,low,close,volume
2022-01-04,4.82829432,5.00323252,4.8108005,4.94200415,59203089
2022-01-05,4.97699179,5.44057802,4.92451033,5.30937437,198581242
2022-01-06,5.16942381,5.37060274,5.1606769,5.20441145,95733930
2022-01-07,5.23065218,5.4230842,5.1606769,5.37060274,93395544
2022-01-10,5.34436201,5.39684347,5.23065218,5.30937437,63722050
2022-01-11,5.30937437,5.32686819,5.20441145,5.22190527,46003606
2022-01-12,5.25689291,5.25689291,5.12568926,5.20441145,50272371
2022-01-13,5.20441145,5.25689291,5.16942381,5.19566454,31548846
2022-01-14,5.23939909,5.25689291,5.02947325,5.05571398,66622808
2022-01-17,5.05571398,5.08195471,4.9857387,5.03822016,34992024
2022-01-18,5.03822016,5.19566454,5.02947325,5.15192999,40925044
2022-01-19,5.12568926,5.19566454,5.08195471,5.14318308,29848516
2022-01-20,5.10819544,5.18691763,5.09070162,5.15192999,30220263
2022-01-21,5.15192999,5.1606769,5.02947325,5.05571398,24819222
2022-01-24,5.01197943,5.18691763,4.93325724,5.05571398,34902801
2022-01-25,5.02072634,5.10819544,4.96824488,4.97699179,33504531
2022-01-26,4.97699179,5.17817072,4.93325724,5.09944853,42320426
2022-01-27,5.09944853,5.20441145,5.04696707,5.10819544,39977271
2022-01-28,5.15192999,5.19566454,4.94200415,4.95949797,36665784
2022-02-07,5.02947325,5.21315836,5.01197943,5.18691763,47008327
2022-02-08,5.1606769,5.30062746,5.14318308,5.27438673,47184605
2022-02-09,5.31812128,5.37934965,5.26563982,5.30062746,38009105
2022-02-10,5.27438673,5.35310892,5.27438673,5.35310892,31974154
2022-02-11,5.3356151,5.43183111,5.30937437,5.3356151,44937095
2022-02-14,5.30937437,5.3356151,5.09944853,5.14318308,47786870
2022-02-15,5.1606769,5.1606769,4.9857387,5.04696707,47341032
2022-02-16,5.05571398,5.19566454,5.05571398,5.17817072,29141913
2022-02-17,5.18691763,5.22190527,5.0732078,5.10819544,30372299
2022-02-18,5.0732078,5.20441145,5.06446089,5.19566454,22151249
2022-02-21,5.17817072,5.21315836,5.11694235,5.13443617,20915218
2022-02-22,5.0732078,5.14318308,5.02072634,5.06446089,23016995
2022-02-23,5.05571398,5.08195471,4.99448561,5.02072634,26407363
2022-02-24,5.02072634,5.04696707,4.83704123,4.8982696,43108384
2022-02-25,4.94200415,5.01197943,4.8982696,4.94200415,30896349
2022-02-28,4.95949797,4.99448561,4.88077578,4.97699179,34618973
2022-03-01,4.99448561,5.02947325,4.95075106,4.99448561,26397290
